date,amount,description,category,payment_mode
2025-05-24,929.63,RECHARGE Vodafone 242548,Bills & Utilities,UPI
2024-04-25,2780.56,IRCTC E-TICKET 441798,Travel,Net Banking
2024-01-17,6881.89,INDIAN OIL MUMBAI TXN 259940,Fuel,Debit Card
2023-08-31,559.35,SUBWAY LONDON POS 416872,Food & Dining,Card Present
2025-10-30,1200.92,ZELLE PAYMENT TO GOOGLE 227601 *POS,Transfer,Credit Card
2023-05-09,4086.47,TESCO STORES 304115 *POS,Groceries,Debit Card
2025-11-12,6346.71,Debited NEFT TO MYNTRA 142430,Transfer,NEFT
2024-07-10,3606.02,ACH DEBIT AMAZON 620092,Bills & Utilities,ACH
2023-04-22,5456.5,SUBWAY CHENNAI POS 696393,Food & Dining,Credit Card
2024-06-28,3165.2,PAYPAL *LYFT 515236,Shopping,Digital Wallet
2025-08-19,9600.38,UPI/492472/MYNTRA,Shopping,UPI
2025-06-04,8417.21,Debited AMAZON PAY *MCDONALDS 553615,Shopping,Wallet
2023-11-04,13684.67,VENMO PAYMENT 407073,Transfer,Wallet
2025-05-08,941.03,Alert: IRCTC E-TICKET 683567,Travel,Net Banking
2024-07-09,8605.89,RECHARGE Vodafone 114188 *ONLINE,Bills & Utilities,UPI
2024-04-11,7163.62,SHELL CHICAGO TXN 902377,Fuel,Debit Card
2023-11-01,2726.01,CVS PHARMACY 745203,Healthcare,Card
2025-04-19,7965.78,DELTA AIRLINES 788121,Travel,Credit Card
2023-04-22,1052.96,BIG BAZAAR 36758,Groceries,Debit Card
2024-01-30,11953.73,SPOTIFY *SUBSCRIPTION 663820,Entertainment,Card
2024-06-15,8726.17,SPOTIFY *SUBSCRIPTION 777561,Entertainment,Card
2025-10-08,8154.07,MOBILE TOPUP Vodafone 308384,Bills & Utilities,Wallet
2023-02-20,7237.99,UBER CHICAGO TXN 369240,Travel,Credit Card
2024-10-31,198.55,Debited VENMO PAYMENT 725873,Transfer,UPI
2024-11-06,2935.18,KFC MADRID TXN 113510,Food & Dining,Debit Card
2025-10-25,10533.92,PAYMENT TO HOME DEPOT VIA BHIM UPI 283484,Shopping,UPI
2025-10-31,1157.84,Alert: IRCTC E-TICKET 773253,Travel,Net Banking
2023-05-29,5758.49,CARREFOUR 550240,Groceries,Debit Card
2023-01-27,8545.22,BOOTSCHEMIST 84094 *ONLINE,Healthcare,Card
2025-04-10,4903.71,HDFC/NEFT TO MYNTRA 608710,Transfer,NEFT
2025-04-29,8407.14,AIRTEL BILLPAY 661618,Bills & Utilities,Net Banking
2024-11-03,9504.68,Debited GAS BILL 615359,Bills & Utilities,Net Banking
2025-07-20,7609.49,AMZN.COM/BILL 852583 *CARD,Shopping,Card Present
2025-10-11,262.1,ALDI 241222,Groceries,Debit Card
2025-06-13,13763.4,DMART 957304,Groceries,Debit Card
2023-03-04,12313.66,RYANAIR 15999,Travel,Credit Card
2025-04-12,3084.76,MOBILE TOPUP Airtel 501139,Bills & Utilities,Wallet
2023-12-07,9679.52,BOOTSCHEMIST 811276 *ONLINE,Healthcare,Card
2023-11-15,9905.65,IMPS TRANSFER TO H&M 673687 *POS,Shopping,Debit Card
2023-03-26,10680.56,RYANAIR 696195,Travel,Credit Card
2024-07-30,7692.36,OLA/UBER RIDE 25616,Travel,UPI
2024-04-04,9897.61,FLIPKART BENGALURU TXN 824280,Shopping,Debit Card
2024-10-19,3259.08,APPLE.COM/BILL 267232,Entertainment,Credit Card
2024-05-03,10798.89,STRIPE*TATACLIQ 156740,Shopping,Card
2023-03-09,3800.24,AUTOPAY AMZN PRIME 227271,Entertainment,AutoDebit
2023-04-19,4286.68,AUTOPAY AMZN PRIME 792117,Entertainment,AutoDebit
2025-09-23,1672.24,Txn: LIDL 236040,Groceries,Debit Card
2024-04-16,3603.23,APPLE.COM/BILL 863628,Entertainment,Credit Card
2025-02-06,2086.05,APPLE.COM/BILL 160551,Entertainment,Credit Card
2025-10-16,4516.28,SHELL SAN FRANCISCO TXN 166169 *ONLINE,Fuel,Debit Card
2024-02-15,2712.6,SWIGGY MIAMI TXN 393209,Food & Dining,UPI
2025-11-15,188.24,FLIPKART KOLKATA TXN 871784,Shopping,Debit Card
2024-06-30,2888.69,FLIPKART PUNE TXN 978701,Shopping,Debit Card
2023-10-16,12114.07,MAKEMYTRIP 763362,Travel,Credit Card
2024-09-14,8164.43,OLA/UBER RIDE 928501,Travel,UPI
2024-11-12,5143.96,STRIPE*BIG BAZAAR 398931,Shopping,Card
2023-11-20,6935.64,OLA/UBER RIDE 784016,Travel,UPI
2023-03-24,10646.26,Credited VENMO PAYMENT 622054,Transfer,UPI
2025-04-23,5039.67,Alert: INDIAN OIL PUNE TXN 132414,Fuel,Debit Card
2023-12-12,11420.29,STRIPE*RAZORPAY 14942,Shopping,Card
2024-10-07,6722.77,LIDL 774336,Groceries,Debit Card
2023-04-26,13009.16,EASYJET 786936,Travel,Credit Card
2024-03-06,5082.37,Debited JIO RECHARGE 32013,Bills & Utilities,Net Banking
2024-06-07,9952.9,Txn: UPI/71181/RAZORPAY,Shopping,UPI
2023-05-24,3295.54,STRIPE*ADOBE 550483,Shopping,Card
2023-06-13,5871.32,BIG BAZAAR 81633,Groceries,Debit Card
2025-05-10,13013.58,UPI/543081/AMAZON,Shopping,UPI
2023-05-31,5436.06,ELECTRICITY BILL 643049,Bills & Utilities,Net Banking
2023-07-07,8090.73,IRCTC E-TICKET 859465,Travel,Net Banking
2023-08-25,7088.54,SHELL SAN FRANCISCO TXN 634089,Fuel,Debit Card
2025-01-13,14701.99,MYNTRA HYDERABAD TXN 857684,Shopping,IMPS
2025-08-19,7466.8,MOBILE TOPUP Vodafone 902928 *CARD,Bills & Utilities,Debit Card
2024-05-10,13814.64,STRIPE*RAZORPAY 851456,Shopping,Card
2023-10-26,5628.87,AMZN MKTP INDIA 844816,Shopping,Credit Card
2025-04-26,14646.85,DMART 984965,Groceries,Debit Card
2024-01-27,3875.67,DMART 513333,Groceries,Debit Card
2025-09-19,7139.7,HP PETROL PUMP DELHI TXN 678960,Fuel,Debit Card
2023-10-13,2566.25,JIO RECHARGE 756026,Bills & Utilities,Net Banking
2023-05-20,1989.38,ZOMATO PUNE TXN 431789,Food & Dining,UPI
2025-03-10,2524.49,BIG BAZAAR 242204,Groceries,Debit Card
2023-01-01,5110.89,JIO RECHARGE 949667,Bills & Utilities,Net Banking
2023-07-03,7317.23,ELECTRICITY BILL 352521,Bills & Utilities,Net Banking
2023-02-20,6955.88,MOBILE TOPUP Vodafone 91513,Bills & Utilities,Wallet
2023-11-18,11383.85,IRCTC 421702 INDIAN RAIL,Travel,Net Banking
2024-12-13,6893.98,ALDI 296410,Groceries,Debit Card
2023-02-15,9991.42,AMZN MKTP INDIA 425611,Shopping,Credit Card
2023-12-02,4839.18,HP PETROL PUMP PARIS TXN 313138 *POS,Fuel,Debit Card
2023-04-16,4063.82,LYFT NY TXN 997806,Shopping,Debit Card
2023-02-24,1801.7,PAYPAL *ALDI 751808,Shopping,Digital Wallet
2024-02-04,4760.92,ZELLE PAYMENT TO MICROSOFT 701218,Transfer,Zelle
2025-10-12,9052.89,NEFT TO GOIBIBO 169691,Transfer,NEFT
2025-03-27,9447.03,DMART 168486,Groceries,Debit Card
2025-08-05,13169.51,SWIGGY BERLIN TXN 150829,Food & Dining,UPI
2023-09-13,13322.33,AUTOPAY AMZN PRIME 550028,Entertainment,AutoDebit
2023-11-18,9155.75,DELTA AIRLINES 833982,Travel,Credit Card
2025-07-21,1664.24,MAKEMYTRIP 904940 *ONLINE,Travel,Credit Card
2024-07-08,6389.72,SBI/IMPS TO HOME DEPOT 674070,Transfer,IMPS
2024-04-16,13719.64,FLIPKART PUNE TXN 650225,Shopping,Debit Card
2025-05-01,12679.56,KFC AMSTERDAM TXN 978681 *CARD,Food & Dining,Card Present
2024-01-16,7773.23,UBER AHMEDABAD TXN 78667,Travel,Credit Card
2024-11-26,9437.55,Txn: SBI/IMPS TO JIO 572899,Transfer,IMPS
2023-06-12,676.4,ZELLE PAYMENT TO SPOTIFY 480818,Transfer,Zelle
2023-08-20,1755.86,VENMO PAYMENT 957029,Transfer,Digital Wallet
2024-08-23,9773.46,Credited ACH DEBIT OLA 498135,Bills & Utilities,ACH
2025-06-05,1702.97,MOBILE TOPUP Vodafone 430365,Bills & Utilities,Wallet
2023-08-18,8529.6,ZELLE PAYMENT TO SWIGGY 993208,Transfer,Zelle
2023-02-02,5793.31,CVS PHARMACY 551897,Healthcare,Card
2024-11-21,6667.4,SPOTIFY *SUBSCRIPTION 202667 *CARD,Entertainment,Card Present
2024-03-16,2968.97,ZELLE PAYMENT TO TESCO 215967 *CARD,Transfer,Credit Card
2025-01-14,7432.47,AMZN MKTP US 865705,Shopping,Credit Card
2023-12-10,12473.27,MCDONALDS CHENNAI POS 844042,Food & Dining,Credit Card
2025-08-10,8031.39,INSURANCE PREMIUM JIO 375887,Bills & Utilities,Net Banking
2023-12-07,6809.72,UPI/687256/DMART,Shopping,UPI
2024-10-17,10762.35,GOOGLE *PLAY 24895,Entertainment,Credit Card
2025-06-22,12888.14,RYANAIR 656481,Travel,Credit Card
2024-05-17,14749.1,KFC LONDON TXN 709946 *CARD,Food & Dining,Card Present
2025-05-17,1325.03,MAKEMYTRIP 348981,Travel,Credit Card
2023-06-04,3282.98,BOOTSCHEMIST 526699,Healthcare,Card
2024-05-25,5548.41,UPI/289551/ZARA,Shopping,UPI
2025-10-26,7511.64,INSURANCE PREMIUM GOOGLE 720062,Bills & Utilities,Net Banking
2024-01-11,9428.5,OLA/UBER RIDE 99755,Travel,UPI
2024-09-11,7934.43,UPI/192535/AMAZON,Shopping,UPI
2024-05-04,1684.01,SUBWAY PUNE POS 846225,Food & Dining,Debit Card
2024-08-14,11891.5,Credited WALMART.COM 876785,Shopping,Credit Card
2024-01-09,2773.36,Txn: ELECTRICITY BILL 124015,Bills & Utilities,Net Banking
2025-06-15,5061.65,TESCO STORES 907555,Groceries,Debit Card
2024-09-28,7356.42,UBER LOS ANGELES TXN 29292,Travel,Credit Card
2023-07-02,11289.41,OLA/UBER RIDE 624549,Travel,UPI
2023-07-14,13014.45,NEFT TO AMAZON 262342,Transfer,NEFT
2024-02-13,7624.2,PAYMENT TO MCDONALDS VIA BHIM UPI 373921,Shopping,UPI
2023-06-01,1557.92,ALDI 865505,Groceries,Debit Card
2024-05-05,6517.07,OLA/UBER RIDE 808622,Travel,UPI
2024-11-17,10508.98,AIRTEL BILLPAY 108843,Bills & Utilities,Net Banking
2024-12-28,4337.88,OLA/UBER RIDE 352376,Travel,UPI
2024-02-02,9434.37,Alert: AMZN MKTP INDIA 317027,Shopping,Credit Card
2025-05-25,14783.71,APPLE.COM/BILL 109382,Entertainment,Credit Card
2023-10-11,154.99,Debited RECHARGE Jio 456688,Bills & Utilities,UPI
2023-12-31,7262.84,IMPS TRANSFER TO IKEA 48133,Shopping,IMPS
2025-08-20,7593.75,PAYMENT TO IOC VIA BHIM UPI 537185,Shopping,UPI
2023-05-09,1781.25,Credited LIDL 501974,Groceries,Debit Card
2023-09-03,10956.24,KFC LONDON TXN 859925,Food & Dining,Debit Card
2025-03-09,14733.3,AUTOPAY AMZN PRIME 871968,Entertainment,AutoDebit
2023-11-04,8744.47,APOLLO PHARMACY 995598,Healthcare,Card
2024-05-16,282.34,PAYTM-TO-ZARA 884243 *ONLINE,Shopping,UPI
2024-04-24,12661.61,WALMART.COM 632359,Shopping,Credit Card
2025-03-24,8155.57,MCDONALDS NY POS 179670,Food & Dining,Credit Card
2024-08-14,14545.36,UPI/752411/AMAZON,Shopping,UPI
2025-04-02,14396.84,AMZN MKTP US 556078,Shopping,Credit Card
2023-07-24,8597.83,FLIPKART LOS ANGELES TXN 373406 *POS,Shopping,Credit Card
2023-07-18,2900.3,MYNTRA AMSTERDAM TXN 476063,Shopping,IMPS
2024-11-11,11442.97,UBER HYDERABAD TXN 380959,Travel,Credit Card
2023-04-07,8019.04,INDIAN OIL MADRID TXN 682066,Fuel,Debit Card
2023-10-18,10573.4,MCDONALDS PARIS POS 973411 *CARD,Food & Dining,Card Present
2025-05-06,5034.52,INDIAN OIL HYDERABAD TXN 87071,Fuel,Debit Card
2023-12-29,14774.39,PAYTM-TO-PAYTM 733216,Shopping,UPI
2023-01-22,8771.55,INDIAN OIL DELHI TXN 137780,Fuel,Debit Card
2025-03-27,2024.34,TARGET STORE404 881865,Shopping,Credit Card
2024-02-06,8907.99,FLIPKART CHICAGO TXN 989612,Shopping,Debit Card
2025-01-19,8057.97,GOOGLE *PLAY 615393,Entertainment,Credit Card
2025-11-05,7674.97,Txn: AMZN.COM/BILL 748187,Shopping,Credit Card
2024-03-15,11472.64,APPLE.COM/BILL 332181,Entertainment,Credit Card
2023-12-20,8946.37,CARREFOUR 425912,Groceries,Debit Card
2024-08-17,11169.61,DMART 188816,Groceries,Debit Card
2023-03-13,2438.31,AMZN MKTP US 695378,Shopping,Credit Card
2025-06-09,7400.0,NETFLIX.COM/BILL 750385,Entertainment,Credit Card
2025-05-09,2052.38,UPI/761909/AMAZON,Shopping,UPI
2023-03-31,3477.25,ZOMATO DELHI TXN 118205,Food & Dining,UPI
2023-07-30,5566.16,KFC SAN FRANCISCO TXN 826501,Food & Dining,Debit Card
2023-03-15,2647.22,GOOGLE *PLAY 851814,Entertainment,Credit Card
2025-09-07,1768.57,HP PETROL PUMP BERLIN TXN 232096,Fuel,Debit Card
2024-03-10,13364.51,PAYTM-TO-IRCTC 796365,Shopping,UPI
2025-08-30,3515.65,RYANAIR 591941,Travel,Credit Card
2024-04-25,9204.54,UPI/50698/AMAZON,Shopping,UPI
2024-12-17,2179.77,TESCO STORES 593533,Groceries,Debit Card
2023-01-23,10074.17,PAYMENT TO CREDIT CARD SBI ATM 570625,Bills & Utilities,Debit Card
2025-11-08,5780.58,Txn: MAKEMYTRIP 295148,Travel,Credit Card
2025-01-30,9058.87,Txn: SHELL HYDERABAD TXN 569380,Fuel,Debit Card
2025-07-17,6213.07,IRCTC E-TICKET 460961,Travel,Net Banking
2023-04-25,7678.22,BOOTSCHEMIST 524290,Healthcare,Card
2023-09-13,10948.68,IRCTC E-TICKET 643052,Travel,Net Banking
2023-07-22,4819.11,TESCO STORES 339018,Groceries,Debit Card
2025-07-11,7818.83,ALDI 828910,Groceries,Debit Card
2023-11-30,12513.32,FLIPKART HYDERABAD TXN 408591,Shopping,Debit Card
2025-05-26,4144.59,APOLLO PHARMACY 381197,Healthcare,Card
2024-01-19,4879.72,DELTA AIRLINES 99784,Travel,Credit Card
2024-06-19,1481.1,MAKEMYTRIP 453089,Travel,Credit Card
2023-10-14,11207.47,EASYJET 594790,Travel,Credit Card
2024-07-06,6676.59,GOOGLE *PLAY 388221 *ONLINE,Entertainment,Credit Card
2025-11-19,10635.93,UBER SAN FRANCISCO TXN 338221 *ONLINE,Travel,Credit Card
2023-03-03,5001.99,VENMO PAYMENT 440122,Transfer,Digital Wallet
2023-07-24,4685.13,MCDONALDS AHMEDABAD POS 418895,Food & Dining,Credit Card
2024-01-27,12976.82,SBI AHMEDABAD TXN 914136,Shopping,Debit Card
2024-03-21,12972.88,APOLLO PHARMACY 781280,Healthcare,Card
2023-08-10,2833.3,AUTOPAY AMZN PRIME 949927,Entertainment,AutoDebit
2023-12-04,10654.7,WALMART.COM 678961,Shopping,Credit Card
2025-01-25,10819.65,AIRTEL BILLPAY 205652,Bills & Utilities,Net Banking
2023-02-17,10648.41,TARGET STORE579 674544,Shopping,Credit Card
2025-10-10,1858.99,MYNTRA BENGALURU TXN 636123,Shopping,IMPS
2024-02-23,10249.53,WALMART.COM 283426,Shopping,Credit Card
2024-06-14,194.61,KFC MADRID TXN 216861,Food & Dining,Debit Card
2023-12-19,11716.71,FLIPKART MADRID TXN 786685,Shopping,Debit Card
2024-03-07,8632.19,AUTOPEY KFC 606217,Bills & Utilities,AutoDebit
2024-05-27,4435.62,WALMART.COM 219024,Shopping,Credit Card
2025-11-08,2090.35,SBI/IMPS TO HOME DEPOT 387403,Transfer,IMPS
2024-10-14,5351.37,DELTA AIRLINES 148840 *ONLINE,Travel,Credit Card
2024-12-22,8977.98,AMZN.COM/BILL 846698,Shopping,Credit Card
2025-07-21,5016.03,UPI/137882/AMAZON,Shopping,UPI
2025-03-30,3996.11,SUBWAY ATLANTA POS 10359,Food & Dining,Debit Card
2023-12-10,7510.14,IRCTC 275636 INDIAN RAIL,Travel,Net Banking
2024-12-30,4963.62,RECHARGE Jio 299695,Bills & Utilities,UPI
2023-06-26,7213.48,STRIPE*CARREFOUR 71615,Shopping,Card
2025-09-10,14020.1,IRCTC E-TICKET 771239 *POS,Travel,Debit Card
2025-08-13,13333.0,NEFT TO BIG BAZAAR 587047,Transfer,NEFT
2025-08-14,7441.0,KFC KOLKATA TXN 463354,Shopping,Debit Card
2023-06-02,11081.47,ZELLE PAYMENT TO ZALANDO 20715,Transfer,Zelle
2023-07-29,2683.1,SBI/IMPS TO OLA 117978,Transfer,IMPS
2025-02-26,11781.79,RECHARGE Vodafone 898098,Bills & Utilities,UPI
2024-01-29,2241.97,ZELLE PAYMENT TO AMAZON 855328 *CARD,Transfer,Card Present
2025-10-02,7146.64,VENMO PAYMENT 522311,Transfer,UPI
2024-09-26,3215.98,Txn: SHELL HYDERABAD TXN 803226,Fuel,Debit Card
2025-06-10,14900.76,Txn: PAYPAL *FLIPKART 167919,Shopping,Digital Wallet
2023-09-14,9817.0,IMPS TRANSFER TO IOC 871734,Shopping,IMPS
2025-06-26,1232.91,Debited MCDONALDS PUNE POS 936251,Food & Dining,Card Present
2023-12-08,14957.65,DELTA AIRLINES 575661,Travel,Credit Card
2023-08-13,13462.02,IRCTC E-TICKET 637234,Travel,Net Banking
2024-09-27,8202.79,ACH DEBIT RAZORPAY 213797,Bills & Utilities,ACH
2025-07-25,519.42,ACH DEBIT SPOTIFY 225194,Bills & Utilities,ACH
2024-12-19,11318.44,DELTA AIRLINES 812434,Travel,Credit Card
2025-06-13,8478.41,PAYPAL *HDFC 475786,Shopping,Wallet
2023-12-06,2312.64,RECHARGE Jio 484348,Bills & Utilities,UPI
2024-01-09,14122.18,MCDONALDS DELHI POS 677427,Food & Dining,Debit Card
2024-08-23,14674.26,Alert: BIG BAZAAR 616747,Groceries,Debit Card
2023-05-13,9111.18,Debited UPI/880460/AMAZON,Shopping,UPI
2025-01-28,4017.87,AMAZON PAY *UBER 699504 *POS,Shopping,Card Present
2025-04-23,10893.06,AMZN MKTP INDIA 759013,Shopping,Credit Card
2023-02-06,7970.2,UPI/945336/AMAZON,Shopping,UPI
2025-11-12,7913.74,ACH DEBIT MYNTRA 393279,Bills & Utilities,ACH
2025-06-19,13408.57,ZOMATO BERLIN TXN 927838,Food & Dining,UPI
2023-10-26,4128.51,PAYMENT TO CREDIT CARD HDFC 700883,Bills & Utilities,Debit Card
2024-04-17,9088.01,AUTOPEY CARREFOUR 809484,Bills & Utilities,AutoDebit
2024-03-09,5692.77,RYANAIR 152291 *ONLINE,Travel,Credit Card
2023-11-11,9998.68,TESCO STORES 890103,Groceries,Debit Card
2023-10-19,14588.66,MYNTRA NY TXN 450208,Shopping,IMPS
2023-03-14,3901.18,OLA/UBER RIDE 466813,Travel,UPI
2023-08-18,3836.72,BIG BAZAAR 848641,Groceries,Debit Card
2024-03-05,9576.55,WALMART.COM 97031,Shopping,Credit Card
2025-05-06,8455.77,OLA/UBER RIDE 230479,Travel,UPI
2023-08-18,7222.41,DMART 470625,Groceries,Debit Card
2023-05-20,9881.64,APPLE.COM/BILL 565564,Entertainment,Credit Card
2025-08-20,2416.62,UPI/236299/AMAZON,Shopping,UPI
2024-06-18,9339.55,VENMO PAYMENT 457349,Transfer,Wallet
2025-04-29,7935.1,CARREFOUR 486327,Groceries,Debit Card
2023-12-07,14415.59,TARGET STORE571 104191,Shopping,Credit Card
2023-06-22,1381.64,KFC LOS ANGELES TXN 408720 *POS,Food & Dining,Credit Card
2023-07-28,8201.5,MAKEMYTRIP 970801,Travel,Credit Card
2024-04-10,14135.04,MOBILE TOPUP Airtel 378086,Bills & Utilities,Wallet
2023-09-15,922.83,UPI/749999/IRCTC,Shopping,UPI
2023-10-02,1483.39,AUTOPEY ADOBE 898494,Bills & Utilities,AutoDebit
2023-08-31,14229.54,WALMART.COM 342918,Shopping,Credit Card
2024-06-24,1789.53,GOOGLE *PLAY 269257,Entertainment,Credit Card
2024-02-29,11194.2,GOOGLE *PLAY 792371,Entertainment,Credit Card
2025-01-20,4599.92,ZOMATO LONDON TXN 612787,Food & Dining,UPI
2024-01-10,14036.37,PAYMENT TO CREDIT CARD HDFC 444026,Bills & Utilities,Card Present
2023-07-28,10428.61,BOOTSCHEMIST 135008,Healthcare,Card
2024-09-05,3999.66,FLIPKART ATLANTA TXN 612611,Shopping,Debit Card
2025-08-30,12770.94,AUTOPAY AMZN PRIME 979127,Entertainment,AutoDebit
2025-11-12,1428.97,VENMO PAYMENT 201352,Transfer,Wallet
2023-08-29,6513.26,ALDI 897629,Groceries,Debit Card
2024-07-15,9129.75,Alert: MCDONALDS HYDERABAD POS 609259,Food & Dining,Debit Card
2024-04-08,1178.3,Txn: UPI/747880/HDFC,Shopping,UPI
2024-01-02,8046.87,INDIAN OIL LONDON TXN 462406,Fuel,Debit Card
2023-05-25,2878.98,Txn: IRCTC 737795 INDIAN RAIL,Travel,Net Banking
2023-04-26,2531.66,APPLE.COM/BILL 404847,Entertainment,Credit Card
2025-04-18,14507.77,INDIAN OIL SAN FRANCISCO TXN 798029 *ONLINE,Fuel,Debit Card
2025-06-24,8170.94,ELECTRICITY BILL 477863,Bills & Utilities,Net Banking
2025-08-16,2832.62,ZOMATO AMSTERDAM TXN 429750,Food & Dining,UPI
2025-05-17,13933.68,VENMO PAYMENT 912145,Transfer,UPI
2024-06-02,13988.39,STRIPE*INDIAN OIL 23917,Shopping,Card
2024-11-11,6910.65,SPOTIFY *SUBSCRIPTION 167383,Entertainment,Card
2024-11-02,499.65,PAYMENT TO CREDIT CARD AXIS 825115,Bills & Utilities,Card Present
2025-10-18,9608.78,BIG BAZAAR 676279,Groceries,Debit Card
2023-11-27,5953.72,SHELL MADRID TXN 35768,Fuel,Debit Card
2024-03-16,11611.62,PAYMENT TO CREDIT CARD AXIS 663020,Bills & Utilities,Debit Card
2023-10-26,10152.63,CVS PHARMACY 794511,Healthcare,Card
2024-12-16,7409.44,Txn: AMZN.COM/BILL 988064,Shopping,Credit Card
2025-03-19,13177.96,Txn: JIO RECHARGE 21972,Bills & Utilities,Net Banking
2023-07-22,6594.28,SUBSCRIPTION AMAZON PRIME 740482,Entertainment,Card
2024-12-04,6763.34,AMZN MKTP GLOBAL 535721,Shopping,Credit Card
2025-01-31,2372.64,ALDI 121786 *ONLINE,Groceries,Debit Card
2025-07-16,2757.26,ZELLE PAYMENT TO SBI 876176,Transfer,Zelle
2024-06-15,10400.67,SHELL NY TXN 83015,Fuel,Debit Card
2023-05-24,14264.58,ZOMATO BERLIN TXN 182926,Food & Dining,UPI
2023-10-23,2828.23,GOOGLE *PLAY 265296,Entertainment,Credit Card
2023-08-09,4163.89,TESCO STORES 860144,Groceries,Debit Card
2023-07-12,5102.41,STRIPE*IOC 378260,Shopping,Card
2025-07-27,4341.74,SPOTIFY *SUBSCRIPTION 128011,Entertainment,Card
2025-04-03,9954.49,SUBSCRIPTION AMAZON PRIME 463704,Entertainment,Card
2025-03-01,7151.66,FLIPKART MIAMI TXN 30754,Shopping,Debit Card
2025-03-04,8614.3,IMPS TRANSFER TO HOME DEPOT 103434,Shopping,IMPS
2024-08-10,114.54,STRIPE*INDIAN OIL 596844,Shopping,Card
2023-10-21,8427.75,UPI/457186/SPOTIFY *CARD,Shopping,Debit Card
2023-09-24,3198.01,KFC AHMEDABAD TXN 722869,Food & Dining,Debit Card
2024-01-10,5143.05,AMAZON PAY *SPOTIFY 715666 *ONLINE,Shopping,Wallet
2023-06-24,109.36,Debited IMPS TRANSFER TO GOIBIBO 263965,Shopping,IMPS
2025-05-23,1591.79,ACH DEBIT IKEA 976811,Bills & Utilities,ACH
2023-03-22,10170.29,PAYTM-TO-APPLE 115668 *ONLINE,Shopping,UPI
2024-06-15,9823.6,ATM CASH WITHDRAWAL ICICI ATM ATM 960540,Cash Withdrawal,ATM
2025-05-28,8588.8,ELECTRICITY BILL 494506,Bills & Utilities,Net Banking
2024-11-23,2866.78,IRCTC E-TICKET 236061,Travel,Net Banking
2024-04-15,13788.09,CVS PHARMACY 603343,Healthcare,Card
2025-03-08,1810.7,SPOTIFY *SUBSCRIPTION 165363,Entertainment,Card
2024-12-16,13288.48,Debited AMAZON PAY *RAZORPAY 604792,Shopping,Wallet
2025-07-26,5447.67,MCDONALDS SAN FRANCISCO POS 895163,Food & Dining,Credit Card
2024-10-26,2145.58,TARGET STORE228 918572,Shopping,Credit Card
2025-02-05,4580.82,EASYJET 52238 *ONLINE,Travel,Credit Card
2023-10-17,6944.01,IMPS TRANSFER TO HDFC 819188,Shopping,IMPS
2025-04-08,5347.9,ZOMATO BERLIN TXN 803041,Food & Dining,UPI
2024-02-14,13981.69,AUTOPAY AMZN PRIME 866156,Entertainment,AutoDebit
2024-03-15,2044.46,HP PETROL PUMP MIAMI TXN 724039,Fuel,Debit Card
2024-01-20,5480.98,CVS PHARMACY 859548,Healthcare,Card
2023-03-13,13417.64,Credited ZELLE PAYMENT TO PAYTM 51438,Transfer,Wallet
2024-06-25,13225.81,UBER AHMEDABAD TXN 481103,Travel,Credit Card
2023-04-04,14090.44,PAYMENT TO MYNTRA VIA BHIM UPI 503808,Shopping,UPI
2023-11-29,9520.85,IRCTC 575881 INDIAN RAIL *POS,Travel,Credit Card
2025-09-09,8316.01,OLA/UBER RIDE 732986 *POS,Travel,Card Present
2025-06-21,4442.41,APOLLO PHARMACY 413747,Healthcare,Card
2024-11-15,12591.27,SUBWAY CHICAGO POS 727371,Food & Dining,Credit Card
2024-08-25,10320.82,RECHARGE Airtel 931880,Bills & Utilities,UPI
2024-04-05,6752.93,Alert: SUBWAY KOLKATA POS 828551,Food & Dining,Credit Card
2023-05-11,14453.22,INDIAN OIL NY TXN 298253,Fuel,Debit Card
2023-09-29,13428.62,Debited IMPS TRANSFER TO SWIGGY 733540,Shopping,IMPS
2024-11-20,11222.46,BIG BAZAAR 15644,Groceries,Debit Card
2024-08-24,4972.69,AIRTEL BILLPAY 241942,Bills & Utilities,Net Banking
2023-01-01,6190.95,ATM CASH WITHDRAWAL AXIS ATM 791439 *ONLINE,Cash Withdrawal,ATM
2023-08-24,9143.58,SWIGGY DELHI TXN 444010,Food & Dining,UPI
2023-03-19,1831.91,INDIAN OIL PARIS TXN 205268,Fuel,Debit Card
2023-03-04,14585.41,SHELL ATLANTA TXN 427326 *ONLINE,Fuel,Debit Card
2024-04-05,12085.29,Credited BIG BAZAAR 481713,Groceries,Debit Card
2024-01-18,6801.73,Alert: ELECTRICITY BILL 261407,Bills & Utilities,Net Banking
2023-09-12,1525.75,ALDI 971774,Groceries,Debit Card
2025-09-08,8387.17,UPI/207303/GOIBIBO,Shopping,UPI
2023-12-18,8480.02,MYNTRA BENGALURU TXN 707415,Shopping,IMPS
2025-11-16,3045.19,STARBUCKS AHMEDABAD POS 812196,Food & Dining,Credit Card
2023-04-03,12503.25,DMART 724096,Groceries,Debit Card
2025-10-03,12520.63,MAKEMYTRIP 475838,Travel,Credit Card
2025-01-10,7004.14,ALDI 297347,Groceries,Debit Card
2023-09-24,3437.99,AMAZON PAY *ZARA 580799 *CARD,Shopping,Debit Card
2023-10-11,3297.62,BIG BAZAAR 951435,Groceries,Debit Card
2024-09-03,6525.02,INSURANCE PREMIUM HDFC 375618,Bills & Utilities,Net Banking
